ImageId,URL,x1,y1,x2,y2,TrueLabel,TargetClass,OriginalLandingURL,License,Author,AuthorProfileURL
4bb12984b41d0834,https://c1.staticflickr.com/8/7155/26715421772_322982abb8_o.jpg,0.280784844,0,0.842354533,1,34,8,https://www.flickr.com/photos/lwpkommunikacio/26715421772,https://creativecommons.org/licenses/by/2.0/,Lwp Kommunik\303\241ci\303\263,https://www.flickr.com/people/lwpkommunikacio/
e96d52f9fbe3ca0b,https://c1.staticflickr.com/3/2540/32722690932_52ea2c48f3_o.jpg,0,0,0.660792952,1,631,435,https://flickr.com/29971610@N02/32722690932,https://creativecommons.org/licenses/by/2.0/,Esther Max,https://www.flickr.com/people/esthermax/
7524a7ef9de8edc3,https://c1.staticflickr.com/9/8825/28821400601_33e22535e7_o.jpg,0.13590604,0,1,1,947,307,https://www.flickr.com/photos/oceanyamaha/28821400601,https://creativecommons.org/licenses/by/2.0/,ocean yamaha,https://www.flickr.com/people/oceanyamaha/
8bb7d10e97694eb5,https://c1.staticflickr.com/1/625/31772996983_1b99ed5012_o.jpg,0.42535545,0,1,0.75,143,393,https://www.flickr.com/photos/taylar/31772996983,https://creativecommons.org/licenses/by/2.0/,Ingrid Taylar,https://www.flickr.com/people/taylar/
a92ab9e5fb9c5d64,https://c1.staticflickr.com/9/8121/29350360356_21b52b834f_o.jpg,0.500736377,0.25,1,1,629,457,https://www.flickr.com/photos/glynlowe/29350360356,https://creativecommons.org/licenses/by/2.0/,www.GlynLowe.com,https://www.flickr.com/people/glynlowe/
fccfc3563cd562e1,https://c1.staticflickr.com/9/8645/27729536774_b56a633841_o.jpg,0.25,0.25,0.75,1,977,656,https://flickr.com/111347625@N06/27729536774,https://creativecommons.org/licenses/by/2.0/,Heribert Bechen   ... bin dann mal weg!,https://www.flickr.com/people/hb1248/
8df3dc0c3fef1824,https://c1.staticflickr.com/9/8509/29548650262_4dba7e8039_o.jpg,0.333333333,0,1,1,951,843,https://flickr.com/143363015@N06/29548650262,https://creativecommons.org/licenses/by/2.0/,Tobias Begemann,https://www.flickr.com/people/tobiasbegemann/
5292f5b36a0789fa,https://c1.staticflickr.com/9/8761/28372171573_06dbf9a8d4_o.jpg,0.249079529,0,0.747238586,0.75,854,795,https://www.flickr.com/photos/63363807@N03/28372171573,https://creativecommons.org/licenses/by/2.0/,Didit Putra,https://www.flickr.com/people/63363807@N03/
696f0f6bea562bf8,https://c1.staticflickr.com/6/5605/30947139580_468ba7e513_o.jpg,0,0,0.5,0.75,854,267,https://www.flickr.com/photos/jamesbradley/30947139580/,https://creativecommons.org/licenses/by/2.0/,Fr James Bradley,https://www.flickr.com/people/jamesbradley/
f348adf7ea1967f7,https://c1.staticflickr.com/9/8769/29760593836_4e7c8ebbda_o.jpg,0.5,0.25,1,1,909,415,https://www.flickr.com/photos/fun_flying/29760593836/,https://creativecommons.org/licenses/by/2.0/,D. Miller,https://www.flickr.com/people/fun_flying/
bb748281da5e8681,https://c1.staticflickr.com/6/5281/29946906871_845417f8ac_o.jpg,0.210588633,0,0.6317659,0.75,348,694,https://www.flickr.com/photos/39090590@N02/29946906871,https://creativecommons.org/licenses/by/2.0/,Cyril Fluck,https://www.flickr.com/people/39090590@N02/
abe9504895f6e8dd,https://c1.staticflickr.com/8/7719/27005746036_e3c2d66824_o.jpg,0.204773031,0.25,0.614319092,1,566,607,https://www.flickr.com/photos/kansasscanner/27005746036/,https://creativecommons.org/licenses/by/2.0/,Tyler Silvest,https://www.flickr.com/people/kansasscanner/
6efed50f84ec5e01,https://c1.staticflickr.com/6/5168/29928350415_8935e09ba7_o.jpg,0.5,0,1,0.75,947,602,https://www.flickr.com/photos/lsmith2010/29928350415,https://creativecommons.org/licenses/by/2.0/,Larry Smith,https://www.flickr.com/people/lsmith2010/
7d7a8e41b8d0577e,https://c1.staticflickr.com/6/5518/30395077313_019dca3b01_o.jpg,0.25,0,1,0.75,965,182,https://flickr.com/83202873@N00/30395077313,https://creativecommons.org/licenses/by/2.0/,smittenkittenorig,https://www.flickr.com/people/smittenkittenoriginals/
b6c6a5b7829fbc9b,https://c1.staticflickr.com/9/8290/28794830561_2c903f75c1_o.jpg,0.336764706,0,1,1,473,506,https://www.flickr.com/photos/shankaronline/28794830561,https://creativecommons.org/licenses/by/2.0/,shankar s.,https://www.flickr.com/people/shankaronline/
d741b583a123562b,https://c1.staticflickr.com/9/8728/29612129273_477bf62411_o.jpg,0.254086181,0.25,0.762258544,1,321,792,https://flickr.com/24025807@N06/29612129273,https://creativecommons.org/licenses/by/2.0/,CLUBE TREKKING SANTA MARIA RS BRASIL,https://www.flickr.com/people/hikingsantamaria/
01f824264783f58d,https://c1.staticflickr.com/6/5734/30178450721_1b2b4033a5_o.jpg,0,0,0.75,0.75,968,678,https://www.flickr.com/photos/naotakem/30178450721,https://creativecommons.org/licenses/by/2.0/,Naotake Murayama,https://www.flickr.com/people/naotakem/
8020698d79dc39f2,https://c1.staticflickr.com/3/2823/33351553831_7498912a81_o.jpg,0.25,0.25,0.75,1,855,954,https://www.flickr.com/photos/thejointstaff/33351553831/,https://creativecommons.org/licenses/by/2.0/,Chairman of the Joint Chiefs of Staff,https://www.flickr.com/people/thejointstaff/
b1bf532ce2c4c3a1,https://c1.staticflickr.com/9/8037/28132989550_04e5549aec_o.jpg,0,0,0.495594714,0.75,875,557,https://www.flickr.com/photos/didbygraham/28132989550/,https://creativecommons.org/licenses/by/2.0/,Graham Richardson,https://www.flickr.com/people/didbygraham/
90f5385a77a49f77,https://c1.staticflickr.com/8/7393/26525400000_f5d0ae4309_o.jpg,0.248713235,0.25,0.746139706,1,704,905,https://www.flickr.com/photos/panr/26525400000,https://creativecommons.org/licenses/by/2.0/,Robert Cutts,https://www.flickr.com/people/panr/
afb0233b2e0545c4,https://c1.staticflickr.com/9/8439/29240681086_52945bd07d_o.jpg,0.333333333,0,1,1,581,959,https://www.flickr.com/photos/dalbera/29240681086,https://creativecommons.org/licenses/by/2.0/,Jean-Pierre Dalb\303\251ra,https://www.flickr.com/people/dalbera/
db6c6671a6924eba,https://c1.staticflickr.com/9/8269/30416458805_dc9a3ef437_o.jpg,0.25,0,1,0.591346154,407,412,https://www.flickr.com/photos/eltb/30416458805,https://creativecommons.org/licenses/by/2.0/,Catedrales  e Iglesias/Cathedrals and Churches,https://www.flickr.com/people/eltb/
b3c384a2d1a391c0,https://c1.staticflickr.com/6/5543/30815777131_13d5e7667c_o.jpg,0,0,0.599757674,0.75,631,456,https://www.flickr.com/photos/85546319@N04/30815777131,https://creativecommons.org/licenses/by/2.0/,Robert  Sheie,https://www.flickr.com/people/85546319@N04/
6de6432b0f23ae75,https://c1.staticflickr.com/1/579/32182435510_e9fab3e93c_o.jpg,0.333333333,0,1,1,105,407,https://www.flickr.com/photos/rexness/32182435510,https://creativecommons.org/licenses/by/2.0/,Rexness,https://www.flickr.com/people/rexness/
2ee4c1b2b9bcc6c8,https://c1.staticflickr.com/9/8354/29761961012_02ecff90a4_o.jpg,0.25,0,0.75,0.75,763,785,https://www.flickr.com/photos/deltanewshub/29761961012,https://creativecommons.org/licenses/by/2.0/,Delta News Hub,https://www.flickr.com/people/deltanewshub/
d0c6c29954f0380b,https://c1.staticflickr.com/1/517/32675860980_0c40361cf8_o.jpg,0.25,0,1,0.5,431,96,https://www.flickr.com/photos/tjspix/32675860980,https://creativecommons.org/licenses/by/2.0/,Teresa Johns,https://www.flickr.com/people/tjspix/
4b52fd42977215b9,https://c1.staticflickr.com/8/7555/27346942261_e7b059637c_o.jpg,0,0,0.5625,0.75,901,627,https://www.flickr.com/photos/rusty_clark/27346942261,https://creativecommons.org/licenses/by/2.0/,Rusty Clark ~ 100K Photos,https://www.flickr.com/people/rusty_clark/
8555611998ea426a,https://c1.staticflickr.com/6/5600/30019858070_5049f5d386_o.jpg,0,0,0.75,1,991,497,https://www.flickr.com/photos/eamoncurry/30019858070,https://creativecommons.org/licenses/by/2.0/,Eamon Curry,https://www.flickr.com/people/eamoncurry/
38bdd950c1d08be6,https://c1.staticflickr.com/1/467/32470039506_2c9d8f3c2c_o.jpg,0,0,0.75,1,133,891,https://www.flickr.com/photos/rusty_clark/32470039506/,https://creativecommons.org/licenses/by/2.0/,Rusty Clark ~ 100K Photos,https://www.flickr.com/people/rusty_clark/
1ebff1b3c8de66de,https://c1.staticflickr.com/9/8551/29684108315_b9b08f8035_o.jpg,0.464122137,0.25,1,1,337,810,https://www.flickr.com/photos/ruthanddave/29684108315,https://creativecommons.org/licenses/by/2.0/,Ruth Hartnup,https://www.flickr.com/people/ruthanddave/
6ab876a15af539c4,https://c1.staticflickr.com/9/8869/28304826635_f4c6b9f7d7_o.jpg,0.25,0.28125,1,0.84375,984,611,https://www.flickr.com/photos/noaaphotolib/28304826635,https://creativecommons.org/licenses/by/2.0/,NOAA Photo Library,https://www.flickr.com/people/noaaphotolib/
f0add7f552d2d895,https://c1.staticflickr.com/6/5800/30295930850_0c40713818_o.jpg,0,0,0.5625,0.75,650,543,https://www.flickr.com/photos/technoevangelist/30295930850,https://creativecommons.org/licenses/by/2.0/,Fee Plumley,https://www.flickr.com/people/technoevangelist/
668bc83a884d24f9,https://c1.staticflickr.com/6/5448/30684271290_40fd020a51_o.jpg,0,0,0.728813559,1,3,391,https://flickr.com/64084569@N02/30684271290,https://creativecommons.org/licenses/by/2.0/,Singa Hitam,https://www.flickr.com/people/64084569@N02/
0411ca972e637297,https://c1.staticflickr.com/8/7761/26268791474_72626e9e6a_o.jpg,0.25,0.25,0.75,1,968,697,https://www.flickr.com/photos/nanpalmero/26268791474,https://creativecommons.org/licenses/by/2.0/,Nan Palmero,https://www.flickr.com/people/nanpalmero/
55e85d7b58024966,https://c1.staticflickr.com/9/8611/28176653474_ef1665d13b_o.jpg,0,0,1,1,968,615,https://www.flickr.com/photos/ultrakml/28176653474,https://creativecommons.org/licenses/by/2.0/,Katherine Lim,https://www.flickr.com/people/ultrakml/
828ade8df2d14c45,https://c1.staticflickr.com/6/5649/30456484724_643e11a460_o.jpg,0.5,0.25,1,1,888,988,https://www.flickr.com/photos/johnragai/30456484724,https://creativecommons.org/licenses/by/2.0/,John Ragai,https://www.flickr.com/people/johnragai/
4c8a4414419ab0bb,https://c1.staticflickr.com/9/8377/30076813705_00b7bc68ff_o.jpg,0.25,0,0.75,0.75,662,848,https://www.flickr.com/photos/greggjerdingen/30076813705,https://creativecommons.org/licenses/by/2.0/,Greg Gjerdingen,https://www.flickr.com/people/greggjerdingen/
f6515f31b750a573,https://c1.staticflickr.com/1/719/32474210662_fa858156a3_o.jpg,0,0,0.666666667,1,477,723,https://www.flickr.com/photos/quinet/32474210662,https://creativecommons.org/licenses/by/2.0/,Thomas Quine,https://www.flickr.com/people/quinet/
81ddbe14219e9dcf,https://c1.staticflickr.com/1/599/32603915941_1f3f02a21f_o.jpg,0.436619718,0,1,0.75,318,672,http://www.flickr.com/photos/treegrow/32603915941/,https://creativecommons.org/licenses/by/2.0/,Katja Schulz,https://www.flickr.com/people/treegrow/
a8fca010774a1187,https://c1.staticflickr.com/1/425/31809450395_45b02082bb_o.jpg,0.4375,0,1,0.75,829,810,https://www.flickr.com/photos/fdecomite/31809450395/,https://creativecommons.org/licenses/by/2.0/,fdecomite,https://www.flickr.com/people/fdecomite/
